original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,ground_truth_output_target
"it's up to you to decide whether to admire these people's dedication to their [[cause]] or be repelled by their [[dogmatism]] , manipulativeness and narrow , fearful view of american life .","it's up to you to decide whether to admire these people's dedication to their [[grounds]] or be repelled by their [[bigotry]] , manipulativeness and narrow , fearful view of american life .",0.1094937324523925,0.6439347267150879,0,1,0,122,Successful,1
"mostly , [goldbacher] just lets her complicated [[characters]] be unruly , confusing and , through it all , human .","mostly , [goldbacher] just lets her complicated [[type]] be unruly , confusing and , through it all , human .",0.0470633506774902,0.9352842569351196,1,0,1,80,Successful,1
. . . quite [[good]] at providing some good old fashioned spooks .,. . . quite [[undecomposed]] at providing some good old fashioned spooks .,0.0510798096656799,0.942776381969452,1,0,1,141,Successful,1
[[generates]] an enormous [[feeling]] of empathy for its [[characters]] .,[[father]] an enormous [[opinion]] of empathy for its [[type]] .,0.0021449923515319,0.4446560740470886,1,1,1,90,Failed,1
scherfig's [[light-hearted]] [[profile]] of [[emotional]] desperation is achingly [[honest]] and delightfully [[cheeky]] .,scherfig's [[blithesome]] [[visibility]] of [[excited]] desperation is achingly [[honorable]] and delightfully [[brash]] .,0.0009999871253967,0.0070305466651916,1,1,1,42,Failed,1
"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its [[best]] .","at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its [[advantageously]] .",0.1340175867080688,0.8820861577987671,1,0,1,140,Successful,1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .","a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",0.0030335783958435,0.0030335783958435,1,1,1,200,Failed,1
"the wonderfully lush morvern callar is pure [[punk]] existentialism , and ms . ramsay and her co-writer , liana dognini , have [[dramatized]] the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .","the wonderfully lush morvern callar is pure [[crummy]] existentialism , and ms . ramsay and her co-writer , liana dognini , have [[aggrandize]] the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .",0.002148151397705,0.98598051071167,1,0,1,189,Successful,1
"you've already seen city by the sea under a variety of titles , but it's worth yet another [[visit]] .","you've already seen city by the sea under a variety of titles , but it's worth yet another [[confabulate]] .",0.0037670731544494,0.9958469271659852,1,0,1,121,Successful,1
"as it turns out , you can [[go]] [[home]] again .","as it turns out , you can [[spell]] [[base]] again .",0.0174800157546997,0.5719675421714783,1,0,1,156,Successful,1
"grown-up [[quibbles]] are beside the point here . the little girls understand , and mccracken [[knows]] that's all that matters .","grown-up [[cavil]] are beside the point here . the little girls understand , and mccracken [[screw]] that's all that matters .",0.0125619769096374,0.9005648493766785,1,0,1,137,Successful,1
"this kind of hands-on storytelling is ultimately what [[makes]] shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .","this kind of hands-on storytelling is ultimately what [[crap]] shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",0.0052596926689147,0.0455333590507507,1,1,1,200,Failed,1
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",0.0063675045967102,0.0063675045967102,1,1,1,200,Failed,1
a soul-stirring [[documentary]] about the [[israeli]]/palestinian [[conflict]] as [[revealed]] through the [[eyes]] of some [[children]] who remain [[curious]] about each other against all odds .,a soul-stirring [[objective]] about the [[Israeli]]/palestinian [[engagement]] as [[unwrap]] through the [[eyeball]] of some [[kid]] who remain [[funny]] about each other against all odds .,0.001294732093811,0.9841182827949524,1,0,1,117,Successful,1
"a powerful , [[chilling]] , and [[affecting]] study of one man's dying fall .","a powerful , [[scarey]] , and [[sham]] study of one man's dying fall .",0.0046250224113464,0.6907262206077576,1,0,1,152,Successful,1
this is a [[fascinating]] film because there is no clear-cut hero and no all-out villain .,this is a [[bewitch]] film because there is no clear-cut hero and no all-out villain .,0.0099304318428039,0.9731964468955994,1,0,1,88,Successful,1
. . . a [[good]] film that must have baffled the folks in the marketing department .,. . . a [[undecomposed]] film that must have baffled the folks in the marketing department .,0.0051175355911254,0.998417854309082,1,0,1,130,Successful,1
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[lacking]] .","devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[wanting]] .",0.3765332698822021,0.6539725065231323,0,1,0,158,Successful,1
"a dreadful day in irish history is given passionate , if [[somewhat]] flawed , treatment .","a dreadful day in irish history is given passionate , if [[passably]] flawed , treatment .",0.0108024477958679,0.9278491139411926,1,0,1,94,Successful,1
"the main story . . . is compelling [[enough]] , but it's difficult to shrug off the annoyance of that chatty fish .","the main story . . . is compelling [[sufficiency]] , but it's difficult to shrug off the annoyance of that chatty fish .",0.0567358136177063,0.6537042260169983,0,1,0,61,Successful,1
". . . is funny in the way that [[makes]] you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is funny in the way that [[defecate]] you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",0.0017510652542114,0.0044434666633605,1,1,1,200,Failed,1
"the performances are [[immaculate]] , with roussillon providing comic relief .","the performances are [[speckless]] , with roussillon providing comic relief .",0.0035955905914306,0.9914829730987548,1,0,1,64,Successful,1
what's so [[striking]] about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,what's so [[impinging]] about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,0.002435564994812,0.6800592541694641,1,0,1,115,Successful,1
kinnear . . . gives his [[best]] screen performance with an oddly winning portrayal of one of life's ultimate losers .,kinnear . . . gives his [[undecomposed]] screen performance with an oddly winning portrayal of one of life's ultimate losers .,0.009306252002716,0.803642988204956,1,0,1,188,Successful,1
there's a lot of tooth in roger dodger . but what's [[nice]] is that there's a [[casual]] intelligence that permeates the script .,there's a lot of tooth in roger dodger . but what's [[decent]] is that there's a [[occasional]] intelligence that permeates the script .,0.0033977031707763,0.8620362281799316,1,0,1,112,Successful,1
"hugh grant , who has a good line in charm , has [[never]] been more [[charming]] than in about a boy .","hugh grant , who has a good line in charm , has [[ne'er]] been more [[witching]] than in about a boy .",0.034795343875885,0.9022074937820436,1,0,1,153,Successful,1
"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' [[occur]] while waiting for things to happen .","reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' [[pass]] while waiting for things to happen .",0.0613167285919189,0.7651498913764954,0,1,0,74,Successful,1
[[one]] of the [[best]] looking and stylish [[animated]] movies in quite a while . . .,[[unitary]] of the [[undecomposed]] looking and stylish [[renovate]] movies in quite a while . . .,0.002156376838684,0.9281250834465028,1,0,1,182,Successful,1
waiting for godard can be fruitful : 'in [[praise]] of love' is the director's epitaph for himself .,waiting for godard can be fruitful : 'in [[kudos]] of love' is the director's epitaph for himself .,0.2455416321754455,0.8747460246086121,1,0,1,20,Successful,1
a gangster movie with the [[capacity]] to surprise .,a gangster movie with the [[capability]] to surprise .,0.1303707361221313,0.6247481107711792,1,0,1,18,Successful,1
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",0.0018559694290161,0.0018559694290161,1,1,1,200,Failed,1
"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[emotional]] depth of haynes' [[work]] . though haynes' [[style]] [[apes]] films from the period . . . its message is not rooted in that decade .","you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[aroused]] depth of haynes' [[exploit]] . though haynes' [[dash]] [[caricature]] films from the period . . . its message is not rooted in that decade .",0.0012165904045104,0.0637345314025878,1,1,1,200,Failed,1
goldmember is funny enough to [[justify]] the embarrassment of bringing a barf bag to the moviehouse .,goldmember is funny enough to [[absolve]] the embarrassment of bringing a barf bag to the moviehouse .,0.1086788773536682,0.5957098007202148,0,1,0,95,Successful,1
"if not a home run , then at least a [[solid]] base hit .","if not a home run , then at least a [[self-colored]] base hit .",0.3142253160476684,0.8153570294380188,1,0,1,153,Successful,1
"the film has a laundry list of minor [[shortcomings]] , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor [[shortcoming]] , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .",0.4570514559745788,0.9716255068778992,0,1,0,140,Successful,1
the [[film]] [[truly]] does rescue [the funk brothers] from motown's [[shadows]] . it's about time .,the [[celluloid]] [[unfeignedly]] does rescue [the funk brothers] from motown's [[phantasm]] . it's about time .,0.0026676654815673,0.7593944668769836,1,0,1,92,Successful,1
denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .,denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .,0.0033727288246154,0.0033727288246154,1,1,1,200,Failed,1
. . . a fairly disposable yet [[still]] entertaining b picture .,. . . a fairly disposable yet [[soundless]] entertaining b picture .,0.0713916420936584,0.9806469678878784,1,0,1,130,Successful,1
"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing [[make]] it [[unexpectedly]] rewarding .","it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing [[name]] it [[accidentally]] rewarding .",0.0010968446731567,0.4907346367835998,1,1,1,200,Failed,1
[scherfig] has made a movie that will leave you wondering about the characters' [[lives]] after the clever credits roll .,[scherfig] has made a movie that will leave you wondering about the characters' [[liveliness]] after the clever credits roll .,0.0085471868515014,0.8351590633392334,1,0,1,190,Successful,1
"drawing on an irresistible , [[languid]] romanticism , byler [[reveals]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .","drawing on an irresistible , [[lackadaisical]] romanticism , byler [[break]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",0.0013476014137268,0.9359336495399476,1,0,1,186,Successful,1
"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .","works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0.3685727715492248,0.3685727715492248,0,0,0,200,Failed,1
as [[refreshing]] as a drink from a woodland stream .,as [[tonic]] as a drink from a woodland stream .,0.0377956628799438,0.6698936223983765,1,0,1,53,Successful,1
"a [[heady]] , biting , be-bop [[ride]] through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .","a [[foolhardy]] , biting , be-bop [[bait]] through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .",0.0045506358146667,0.954698920249939,1,0,1,152,Successful,1
williams [[absolutely]] [[nails]] sy's queasy infatuation and overall strangeness .,williams [[dead]] [[arrest]] sy's queasy infatuation and overall strangeness .,0.0036258101463317,0.5943591594696045,1,0,1,61,Successful,1
"the piano teacher is not an [[easy]] film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an [[well-situated]] film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",0.0562979578971862,0.5954523086547852,1,0,1,156,Successful,1
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .","skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",0.0094130635261535,0.0094130635261535,1,1,1,200,Failed,1
can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still [[say]] it was a guilty [[pleasure]] ?,can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still [[enjoin]] it was a guilty [[pleasance]] ?,0.0076468586921691,0.5634642839431763,1,0,1,135,Successful,1
an [[intimate]] contemplation of [[two]] [[marvelously]] messy [[lives]] .,an [[suggest]] contemplation of [[deuce]] [[toppingly]] messy [[populate]] .,0.0022808909416198,0.895601749420166,1,0,1,107,Successful,1
"rarely has [[skin]] looked as beautiful , desirable , even delectable , as it does in trouble every day .","rarely has [[peel]] looked as beautiful , desirable , even delectable , as it does in trouble every day .",0.1924908757209777,0.5850112438201904,1,0,1,97,Successful,1
"while it's nothing we haven't seen before from murphy , i spy is [[still]] fun and [[enjoyable]] and so aggressively [[silly]] that it's more than a worthwhile [[effort]] .","while it's nothing we haven't seen before from murphy , i spy is [[distillery]] fun and [[pleasurable]] and so aggressively [[pathetic]] that it's more than a worthwhile [[exploit]] .",0.0058448910713195,0.4325466752052307,1,1,1,200,Failed,1
a metaphor for a modern-day urban [[china]] [[searching]] for its [[identity]] .,a metaphor for a modern-day urban [[PRC]] [[seek]] for its [[identicalness]] .,0.041491150856018,0.6695882678031921,1,0,1,40,Successful,1
"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .","by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",0.2154693007469177,0.2154693007469177,1,1,1,200,Failed,1
poignant if familiar [[story]] of a young person suspended between two cultures .,poignant if familiar [[fib]] of a young person suspended between two cultures .,0.0143648386001586,0.8117738962173462,1,0,1,73,Successful,1
"for all its [[brooding]] quality , ash wednesday is [[suspenseful]] and ultimately [[unpredictable]] , with a sterling ensemble cast .","for all its [[incubation]] quality , ash wednesday is [[cliff-hanging]] and ultimately [[irregular]] , with a sterling ensemble cast .",0.0015066862106323,0.5401004552841187,1,0,1,122,Successful,1
this is one of those rare docs that paints a grand picture of an era and [[makes]] the journey feel like a party .,this is one of those rare docs that paints a grand picture of an era and [[constitute]] the journey feel like a party .,0.0012009143829345,0.0014030337333679,1,1,1,200,Failed,1
"the film feels uncomfortably real , its language and locations bearing the [[unmistakable]] stamp of authority .","the film feels uncomfortably real , its language and locations bearing the [[apparent]] stamp of authority .",0.0497152805328369,0.9090083241462708,1,0,1,131,Successful,1
"despite its [[faults]] , [[gangs]] excels in spectacle and pacing .","despite its [[error]] , [[crowd]] excels in spectacle and pacing .",0.0639055967330932,0.6025586128234863,1,0,1,51,Successful,1
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,0.0402039289474487,0.0402039289474487,1,1,1,200,Failed,1
"a tightly directed , highly professional film that's [[old-fashioned]] in all the best possible ways .","a tightly directed , highly professional film that's [[outmoded]] in all the best possible ways .",0.0010899305343627,0.7427330613136292,1,0,1,117,Successful,1
[[entertaining]] despite its one-joke [[premise]] with the thesis that women from venus and men from mars can indeed [[get]] together .,[[harbour]] despite its one-joke [[precede]] with the thesis that women from venus and men from mars can indeed [[amaze]] together .,0.0299492478370666,0.6251723766326904,0,1,0,188,Successful,1
in visual fertility [[treasure]] [[planet]] rivals the top japanese [[animations]] of recent vintage .,in visual fertility [[value]] [[satellite]] rivals the top japanese [[invigoration]] of recent vintage .,0.0106543898582458,0.544134259223938,1,0,1,96,Successful,1
"[[enormously]] [[enjoyable]] , high-adrenaline [[documentary]] .","[[staggeringly]] [[pleasurable]] , high-adrenaline [[objective]] .",0.0012933015823364,0.4038243293762207,1,1,1,23,Failed,1
it's [[dark]] but has wonderfully [[funny]] moments ; you care about the characters ; and the action and special effects are [[first-rate]] .,it's [[benighted]] but has wonderfully [[laughable]] moments ; you care about the characters ; and the action and special effects are [[tiptop]] .,0.0010839700698852,0.6908899545669556,1,0,1,200,Successful,1
"buy is an accomplished actress , and this is a [[big]] , juicy role .","buy is an accomplished actress , and this is a [[bad]] , juicy role .",0.0312626957893371,0.9950813055038452,1,0,1,111,Successful,1
charlotte sometimes is a gem . it's always [[enthralling]] .,charlotte sometimes is a gem . it's always [[bewitching]] .,0.0027556419372558,0.7885662317276001,1,0,1,43,Successful,1
it [[works]] its [[magic]] with such exuberance and [[passion]] that the film's length becomes a part of its [[fun]] .,it [[sour]] its [[thaumaturgy]] with such exuberance and [[cacoethes]] that the film's length becomes a part of its [[merriment]] .,0.0018690228462219,0.5514494180679321,1,0,1,161,Successful,1
an [[old-fashioned]] but emotionally [[stirring]] adventure tale of the kind they rarely make anymore .,an [[passe]] but emotionally [[stimulate]] adventure tale of the kind they rarely make anymore .,0.0011442899703979,0.8741210699081421,1,0,1,129,Successful,1
"in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a [[respectable]] sequel .","in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a [[sizable]] sequel .",0.2373642325401306,0.8295136094093323,1,0,1,79,Successful,1
"[[beautifully]] crafted and brutally [[honest]] , [[promises]] [[offers]] an unexpected [[window]] into the complexities of the [[middle]] [[east]] [[struggle]] and into the [[humanity]] of its people .","[[attractively]] crafted and brutally [[reliable]] , [[prognosticate]] [[offering]] an unexpected [[windowpane]] into the complexities of the [[center]] [[East]] [[conflict]] and into the [[world]] of its people .",0.0011017322540283,0.0203783512115478,1,1,1,157,Failed,1
a [[remarkable]] [[film]] by bernard rose .,a [[singular]] [[celluloid]] by bernard rose .,0.0021063685417175,0.8194093108177185,1,0,1,48,Successful,1
michel piccoli's moving performance is this [[films]] reason for being .,michel piccoli's moving performance is this [[celluloid]] reason for being .,0.0035428404808044,0.6099086999893188,1,0,1,53,Successful,1
an [[original]] and [[highly]] [[cerebral]] [[examination]] of the [[psychopathic]] [[mind]],an [[pilot]] and [[extremely]] [[intellectual]] [[examen]] of the [[psychopathological]] [[head]],0.0200218558311462,0.5337246656417847,1,0,1,59,Successful,1
"a much more successful [[translation]] than its most famous [[previous]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more successful [[displacement]] than its most famous [[old]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",0.0841851234436035,0.5530678033828735,1,0,1,63,Successful,1
a [[captivating]] and [[intimate]] [[study]] about dying and [[loving]] . . .,a [[trance]] and [[insinuate]] [[survey]] about dying and [[fuck]] . . .,0.0015114545822143,0.7435287833213806,1,0,1,144,Successful,1
"zhuangzhuang [[creates]] [[delicate]] [[balance]] of [[style]] , text , and subtext that's so [[simple]] and precise that anything discordant would topple the balance , but against all odds , [[nothing]] does .","zhuangzhuang [[make]] [[ticklish]] [[residual]] of [[elan]] , text , and subtext that's so [[dim-witted]] and precise that anything discordant would topple the balance , but against all odds , [[zilch]] does .",0.0021907687187194,0.6743159294128418,1,0,1,188,Successful,1
this is an elegantly [[balanced]] movie -- every [[member]] of the ensemble has something [[fascinating]] to do -- that doesn't [[reveal]] [[even]] a [[hint]] of [[artifice]] .,this is an elegantly [[equilibrise]] movie -- every [[penis]] of the ensemble has something [[trance]] to do -- that doesn't [[break]] [[still]] a [[breath]] of [[ruse]] .,0.0014127492904663,0.9087173342704772,1,0,1,159,Successful,1
a high-spirited [[buddy]] movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,a high-spirited [[crony]] movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,0.0534998774528503,0.9084184169769288,1,0,1,80,Successful,1
[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,0.0020447969436645,0.0020447969436645,1,1,1,200,Failed,1
"an [[involving]] , inspirational drama that sometimes [[falls]] prey to its sob-story trappings .","an [[postulate]] , inspirational drama that sometimes [[descend]] prey to its sob-story trappings .",0.002123475074768,0.6922714710235596,1,0,1,125,Successful,1
some of the most inventive [[silliness]] you are [[likely]] to [[witness]] in a movie theatre for some [[time]] .,some of the most inventive [[fatuousness]] you are [[probable]] to [[informant]] in a movie theatre for some [[clip]] .,0.0616313219070434,0.7459278106689453,1,0,1,67,Successful,1
about the [[best]] thing you could say about narc is that it's a rock-solid [[little]] genre [[picture]] . whether you like it or not is basically a matter of taste .,about the [[better]] thing you could say about narc is that it's a rock-solid [[piddling]] genre [[exposure]] . whether you like it or not is basically a matter of taste .,0.0075095295906066,0.6917432546615601,1,0,1,200,Successful,1
the [[closest]] thing to the experience of space travel,the [[penny-pinching]] thing to the experience of space travel,0.0104147791862487,0.583449125289917,1,0,1,69,Successful,1
[[full]] of [[surprises]] .,[[total]] of [[surprisal]] .,0.0103991627693176,0.762819766998291,1,0,1,29,Successful,1
[[canadian]] filmmaker [[gary]] burns' inventive and mordantly humorous [[take]] on the soullessness of [[work]] in the city .,[[Canadian]] filmmaker [[Gary]] burns' inventive and mordantly humorous [[conduct]] on the soullessness of [[mold]] in the city .,0.0048174262046813,0.0765907168388366,1,1,1,200,Failed,1
"everyone's insecure in lovely and [[amazing]] , a [[poignant]] and wryly [[amusing]] [[film]] about [[mothers]] , [[daughters]] and their relationships .","everyone's insecure in lovely and [[get]] , a [[affecting]] and wryly [[laughable]] [[celluloid]] about [[get]] , [[girl]] and their relationships .",0.0007033348083496,0.7652727961540222,1,0,1,133,Successful,1
connoisseurs of [[chinese]] [[film]] will be pleased to [[discover]] that tian's meticulous [[talent]] has not withered during his enforced hiatus .,connoisseurs of [[Chinese]] [[celluloid]] will be pleased to [[hear]] that tian's meticulous [[endowment]] has not withered during his enforced hiatus .,0.0182281732559204,0.5032445788383484,1,0,1,105,Successful,1
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .","a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",0.0014410614967346,0.0014410614967346,1,1,1,200,Failed,1
"an unusually [[dry-eyed]] , even analytical approach to material that is generally played for maximum moisture .","an unusually [[tearless]] , even analytical approach to material that is generally played for maximum moisture .",0.0275402665138244,0.9450114965438844,0,1,0,70,Successful,1
"if you can push on through the slow spots , you'll be rewarded with some [[fine]] acting .","if you can push on through the slow spots , you'll be rewarded with some [[alright]] acting .",0.0259099602699279,0.9351669549942015,1,0,1,123,Successful,1
exceptionally [[well]] acted by diane lane and richard gere .,exceptionally [[advantageously]] acted by diane lane and richard gere .,0.0273675322532653,0.9816129207611084,1,0,1,39,Successful,1
spy kids 2 also happens to be that [[rarity]] among sequels : it actually [[improves]] upon the original hit movie .,spy kids 2 also happens to be that [[oddment]] among sequels : it actually [[meliorate]] upon the original hit movie .,0.060324490070343,0.8608476519584656,1,0,1,117,Successful,1
"symbolically , warm [[water]] under a [[red]] [[bridge]] is a [[celebration]] of feminine energy , a [[tribute]] to the [[power]] of women to heal .","symbolically , warm [[urine]] under a [[Marxist]] [[nosepiece]] is a [[solemnization]] of feminine energy , a [[protection]] to the [[king]] of women to heal .",0.0064122676849365,0.5617083311080933,1,0,1,142,Successful,1
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one [[tough]] rock .","like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one [[bad]] rock .",0.0446374416351318,0.9930057525634766,1,0,1,195,Successful,1
miller has crafted an [[intriguing]] story of maternal instincts and misguided acts of affection .,miller has crafted an [[connive]] story of maternal instincts and misguided acts of affection .,0.0019920468330383,0.7090892791748047,1,0,1,71,Successful,1
"in addition to [[scoring]] high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .","in addition to [[seduce]] high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",0.0013360977172851,0.0050371885299682,1,1,1,200,Failed,1
[[one]] of the most [[exciting]] action films to [[come]] out of china in recent years .,[[nonpareil]] of the most [[arouse]] action films to [[ejaculate]] out of china in recent years .,0.003541886806488,0.947980523109436,1,0,1,131,Successful,1
"this is a nervy , [[risky]] film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , [[bad]] film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .",0.009061574935913,0.7898856401443481,1,0,1,111,Successful,1
"even if the naipaul original remains the real masterpiece , the movie possesses its own [[languorous]] charm .","even if the naipaul original remains the real masterpiece , the movie possesses its own [[lackadaisical]] charm .",0.0034247040748596,0.7435836791992188,1,0,1,76,Successful,1
"my little eye is the [[best]] little "" horror "" movie i've seen in years .","my little eye is the [[outflank]] little "" horror "" movie i've seen in years .",0.0040680766105651,0.980784833431244,1,0,1,185,Successful,1
the strength of the film [[lies]] in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,the strength of the film [[prevarication]] in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,0.0263154506683349,0.952382743358612,1,0,1,71,Successful,1
