original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,ground_truth_output_target
"mostly , [goldbacher] just lets her complicated characters be [[unruly]] , [[confusing]] and , through it all , [[human]] .","mostly , [goldbacher] just lets her complicated characters be [[riotous]] , [[upsetting]] and , through it all , [[humanistic]] .",0.2857111692428589,0.6138060092926025,0,1,0,73,Successful,1
. . . quite good at [[providing]] some good old fashioned [[spooks]] .,. . . quite good at [[offer]] some good old fashioned [[hyena]] .,0.0589194297790527,0.6126500964164734,1,0,1,45,Successful,1
"at its [[worst]] , the movie is pretty [[diverting]] ; the pity is that it [[rarely]] achieves its best .","at its [[finest]] , the movie is pretty [[siphoning]] ; the pity is that it [[normally]] achieves its best .",0.1411117315292358,0.5028671026229858,0,1,0,70,Successful,1
scherfig's light-hearted [[profile]] of emotional desperation is achingly honest and delightfully cheeky .,scherfig's light-hearted [[contour]] of emotional desperation is achingly honest and delightfully cheeky .,0.4492461681365967,0.752151370048523,1,0,1,30,Successful,1
"a [[journey]] [[spanning]] nearly three [[decades]] of [[bittersweet]] camaraderie and [[history]] , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to [[negotiate]] their imperfect , love-hate relationship .","a [[outing]] [[involving]] nearly three [[contracting]] of [[maudlin]] camaraderie and [[chronological]] , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to [[haggling]] their imperfect , love-hate relationship .",0.0575799345970153,0.5455315113067627,0,1,0,186,Successful,1
"the wonderfully [[lush]] morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .","the wonderfully [[glamorous]] morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .",0.2218244671821594,0.5137687921524048,0,1,0,64,Successful,1
"as it turns out , you can [[go]] home again .","as it turns out , you can [[skip]] home again .",0.464792251586914,0.5698330402374268,0,1,0,22,Successful,1
"you've already seen city by the [[sea]] under a [[variety]] of [[titles]] , but it's [[worth]] yet another [[visit]] .","you've already seen city by the [[sailors]] under a [[respective]] of [[headlines]] , but it's [[valuing]] yet another [[visiting]] .",0.0442363023757934,0.6106683611869812,0,1,0,102,Successful,1
"this [[kind]] of hands-on storytelling is [[ultimately]] what [[makes]] shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .","this [[homeroom]] of hands-on storytelling is [[thereafter]] what [[gets]] shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",0.1081846356391906,0.5049397945404053,0,1,0,135,Successful,1
"making such a tragedy the backdrop to a love story [[risks]] trivializing it , [[though]] chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story [[stake]] trivializing it , [[than]] chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",0.357204258441925,0.5477107763290405,0,1,0,67,Successful,1
"grown-up quibbles are beside the [[point]] here . the little girls [[understand]] , and mccracken knows that's all that matters .","grown-up quibbles are beside the [[matter]] here . the little girls [[realising]] , and mccracken knows that's all that matters .",0.3277007341384887,0.696187436580658,0,1,0,75,Successful,1
"a [[powerful]] , [[chilling]] , and affecting study of one man's dying fall .","a [[pompous]] , [[cool]] , and affecting study of one man's dying fall .",0.1248508691787719,0.6986898183822632,0,1,0,69,Successful,1
this is a fascinating [[film]] because there is no clear-cut hero and no all-out villain .,this is a fascinating [[filmmaking]] because there is no clear-cut hero and no all-out villain .,0.3645450472831726,0.5062894225120544,1,0,1,36,Successful,1
"a dreadful day in irish history is given passionate , if somewhat flawed , [[treatment]] .","a dreadful day in irish history is given passionate , if somewhat flawed , [[heal]] .",0.3681182861328125,0.8860370516777039,1,0,1,48,Successful,1
. . . a [[good]] [[film]] that must have baffled the folks in the [[marketing]] department .,. . . a [[better]] [[photograph]] that must have baffled the folks in the [[resale]] department .,0.0795356035232544,0.513335108757019,1,0,1,110,Successful,1
". . . is funny in the way that [[makes]] you [[ache]] with sadness ( the way chekhov is funny ) , [[profound]] without ever being self-important , [[warm]] without ever succumbing to sentimentality .",". . . is funny in the way that [[payer]] you [[suffering]] with sadness ( the way chekhov is funny ) , [[exhaustive]] without ever being self-important , [[horny]] without ever succumbing to sentimentality .",0.1258901953697204,0.5010524988174438,0,1,0,142,Successful,1
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[lacking]] .","devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[inadequacy]] .",0.4444132447242737,0.5281125903129578,0,1,0,49,Successful,1
a soul-stirring [[documentary]] about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,a soul-stirring [[documentaries]] about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,0.440674364566803,0.5435351133346558,0,1,0,15,Successful,1
what's so striking about jolie's performance is that she never lets her character become a [[caricature]] -- not even with that radioactive hair .,what's so striking about jolie's performance is that she never lets her character become a [[humorist]] -- not even with that radioactive hair .,0.2690465450286865,0.5113564133644104,0,1,0,38,Successful,1
"the [[main]] story . . . is compelling enough , but it's [[difficult]] to shrug off the [[annoyance]] of that [[chatty]] [[fish]] .","the [[major]] story . . . is compelling enough , but it's [[rigid]] to shrug off the [[outrage]] of that [[talkative]] [[invertebrates]] .",0.1883304715156555,0.5169427394866943,0,1,0,150,Successful,1
"the performances are immaculate , with roussillon providing comic [[relief]] .","the performances are immaculate , with roussillon providing comic [[lighten]] .",0.3100215196609497,0.5721741318702698,1,0,1,38,Successful,1
kinnear . . . [[gives]] his best screen performance with an oddly winning portrayal of one of life's ultimate [[losers]] .,kinnear . . . [[donne]] his best screen performance with an oddly winning portrayal of one of life's ultimate [[deadbeats]] .,0.2651645541191101,0.6474546194076538,1,0,1,106,Successful,1
"hugh grant , who has a good line in charm , has never been more charming than in about a [[boy]] .","hugh grant , who has a good line in charm , has never been more charming than in about a [[bloke]] .",0.3333173990249634,0.531737208366394,0,1,0,54,Successful,1
there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the [[script]] .,there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the [[scripts]] .,0.4454420208930969,0.5499190092086792,0,1,0,23,Successful,1
"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[things]] to happen .","reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[thing]] to happen .",0.3998339772224426,0.5466499328613281,1,0,1,53,Successful,1
one of the best looking and [[stylish]] animated [[movies]] in quite a while . . .,one of the best looking and [[lean]] animated [[stills]] in quite a while . . .,0.1476938128471374,0.6466995477676392,1,0,1,67,Successful,1
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , [[provocative]] stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , [[seditious]] stuff .",0.283380925655365,0.5528441667556763,0,1,0,29,Successful,1
denver should not get the first and last [[look]] at one of the most triumphant performances of vanessa redgrave's [[career]] . it deserves to be [[seen]] everywhere .,denver should not get the first and last [[visualize]] at one of the most triumphant performances of vanessa redgrave's [[vocation]] . it deserves to be [[detected]] everywhere .,0.1108656525611877,0.5558855533599854,0,1,0,121,Successful,1
"you needn't be [[steeped]] in '50s sociology , pop [[culture]] or movie [[lore]] to appreciate the emotional [[depth]] of haynes' [[work]] . [[though]] haynes' style apes films from the [[period]] . . . its message is not rooted in that decade .","you needn't be [[brewed]] in '50s sociology , pop [[cultivation]] or movie [[folklore]] to appreciate the emotional [[intensifying]] of haynes' [[cooperatives]] . [[while]] haynes' style apes films from the [[schedules]] . . . its message is not rooted in that decade .",0.1215175986289978,0.5155012607574463,0,1,0,212,Successful,1
waiting for godard can [[be]] fruitful : 'in praise of love' is the director's epitaph for himself .,waiting for godard can [[get]] fruitful : 'in praise of love' is the director's epitaph for himself .,0.4740284085273742,0.5619621872901917,0,1,0,40,Successful,1
a gangster movie with the [[capacity]] to surprise .,a gangster movie with the [[prerogatives]] to surprise .,0.389634370803833,0.8988631963729858,0,1,0,43,Successful,1
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good [[time]] .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good [[moments]] .",0.4773329496383667,0.6454645395278931,1,0,1,69,Successful,1
"if not a [[home]] [[run]] , then at least a [[solid]] [[base]] [[hit]] .","if not a [[hostels]] [[administers]] , then at least a [[acoustics]] [[foundation]] [[attacked]] .",0.0404834747314453,0.606524646282196,0,1,0,205,Successful,1
goldmember is funny enough to [[justify]] the embarrassment of bringing a barf bag to the moviehouse .,goldmember is funny enough to [[raison]] the embarrassment of bringing a barf bag to the moviehouse .,0.166549801826477,0.5958473682403564,1,0,1,54,Successful,1
. . . a fairly disposable yet still [[entertaining]] b picture .,. . . a fairly disposable yet still [[distraction]] b picture .,0.4092093110084533,0.7183144092559814,1,0,1,36,Successful,1
"it may not be [[particularly]] innovative , but the film's [[crisp]] , unaffected style and air of [[gentle]] [[longing]] [[make]] it unexpectedly rewarding .","it may not be [[very]] innovative , but the film's [[pronounced]] , unaffected style and air of [[latif]] [[envy]] [[do]] it unexpectedly rewarding .",0.1010143160820007,0.5072014331817627,0,1,0,212,Successful,1
the film [[truly]] does rescue [the funk brothers] from motown's shadows . it's about [[time]] .,the film [[precisely]] does rescue [the funk brothers] from motown's shadows . it's about [[schedules]] .,0.1074103713035583,0.5716115236282349,0,1,0,93,Successful,1
"drawing on an irresistible , languid romanticism , byler reveals the [[ways]] in which a sultry [[evening]] or a beer-fueled afternoon in the sun can inspire even the most retiring heart to [[venture]] [[forth]] .","drawing on an irresistible , languid romanticism , byler reveals the [[practices]] in which a sultry [[tard]] or a beer-fueled afternoon in the sun can inspire even the most retiring heart to [[endangerment]] [[resultant]] .",0.1192244887351989,0.5157688856124878,0,1,0,135,Successful,1
"works because we're never [[sure]] if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .","works because we're never [[certain]] if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0.4091923236846924,0.510285496711731,1,0,1,19,Successful,1
[scherfig] has made a [[movie]] that will leave you wondering about the characters' lives after the clever credits roll .,[scherfig] has made a [[film]] that will leave you wondering about the characters' lives after the clever credits roll .,0.4561471939086914,0.5451452732086182,1,0,1,22,Successful,1
"a [[heady]] , [[biting]] , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .","a [[agitated]] , [[grabbing]] , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .",0.3697280287742615,0.5288335084915161,0,1,0,65,Successful,1
"skin of man gets a few [[cheap]] [[shocks]] from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to [[cope]] with the mysterious and brutal nature of adults .","skin of man gets a few [[miserly]] [[shock]] from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to [[face]] with the mysterious and brutal nature of adults .",0.15138840675354,0.5426180958747864,1,0,1,77,Successful,1
"the piano teacher is not an [[easy]] film . it forces you to watch [[people]] doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an [[smoothly]] film . it forces you to watch [[males]] doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",0.2303130030632019,0.5430605411529541,0,1,0,61,Successful,1
as refreshing as a [[drink]] from a woodland stream .,as refreshing as a [[alcoholics]] from a woodland stream .,0.3255888819694519,0.7503721714019775,0,1,0,54,Successful,1
williams absolutely nails sy's queasy [[infatuation]] and overall strangeness .,williams absolutely nails sy's queasy [[smash]] and overall strangeness .,0.2499421238899231,0.6128250360488892,1,0,1,28,Successful,1
can i [[admit]] xxx is as deep as a petri dish and as well-characterized as a telephone [[book]] but still [[say]] it was a guilty pleasure ?,can i [[recognising]] xxx is as deep as a petri dish and as well-characterized as a telephone [[schoolbooks]] but still [[explaining]] it was a guilty pleasure ?,0.0684799551963806,0.553905725479126,0,1,0,122,Successful,1
"while it's nothing we haven't [[seen]] before from murphy , i spy is [[still]] fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .","while it's nothing we haven't [[detected]] before from murphy , i spy is [[increasingly]] fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .",0.070864200592041,0.5065126419067383,0,1,0,84,Successful,1
"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing [[babes]] , it has said [[plenty]] about how show [[business]] has infiltrated every corner of [[society]] -- and not always for the better .","by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing [[darlings]] , it has said [[suffice]] about how show [[enterprising]] has infiltrated every corner of [[company]] -- and not always for the better .",0.1476733684539795,0.5129557847976685,1,0,1,103,Successful,1
an [[intimate]] contemplation of [[two]] marvelously messy lives .,an [[comfortable]] contemplation of [[three]] marvelously messy lives .,0.462411880493164,0.7913426756858826,0,1,0,15,Successful,1
"[[rarely]] [[has]] skin looked as beautiful , desirable , even delectable , as it does in trouble every day .","[[scarcely]] [[gets]] skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",0.1504682898521423,0.5921111106872559,0,1,0,37,Successful,1
this is one of those rare docs that paints a grand picture of an era and makes the [[journey]] feel like a party .,this is one of those rare docs that paints a grand picture of an era and makes the [[voyage]] feel like a party .,0.4028855562210083,0.7621417045593262,0,1,0,36,Successful,1
[[poignant]] if familiar story of a young person suspended between two cultures .,[[alarming]] if familiar story of a young person suspended between two cultures .,0.498927354812622,0.7046198844909668,0,1,0,45,Successful,1
a [[metaphor]] for a modern-day urban china searching for its [[identity]] .,a [[resemblance]] for a modern-day urban china searching for its [[idem]] .,0.0821063518524169,0.5291541814804077,1,0,1,37,Successful,1
"for all its brooding quality , [[ash]] [[wednesday]] is [[suspenseful]] and [[ultimately]] [[unpredictable]] , with a sterling ensemble cast .","for all its brooding quality , [[ruins]] [[sundays]] is [[melodramatic]] and [[thirdly]] [[unplanned]] , with a sterling ensemble cast .",0.1005008816719055,0.514324963092804,0,1,0,111,Successful,1
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my [[interest]] precisely [[because]] it didn't try to .,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my [[valued]] precisely [[since]] it didn't try to .,0.1643929481506347,0.5567893981933594,1,0,1,42,Successful,1
"the film feels uncomfortably real , its language and [[locations]] bearing the unmistakable stamp of authority .","the film feels uncomfortably real , its language and [[places]] bearing the unmistakable stamp of authority .",0.4999235868453979,0.5077449679374695,0,1,0,43,Successful,1
"despite its faults , gangs excels in spectacle and [[pacing]] .","despite its faults , gangs excels in spectacle and [[stimulant]] .",0.3013368844985962,0.7126637697219849,0,1,0,19,Successful,1
[[entertaining]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed [[get]] [[together]] .,[[kidding]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed [[attains]] [[collectively]] .,0.1093347072601318,0.5137499570846558,1,0,1,92,Successful,1
"a tightly [[directed]] , highly [[professional]] [[film]] that's old-fashioned in all the best possible ways .","a tightly [[destined]] , highly [[specialist]] [[photograph]] that's old-fashioned in all the best possible ways .",0.1068472266197204,0.6321631669998169,1,0,1,113,Successful,1
it's [[dark]] but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,it's [[night]] but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,0.3679081201553345,0.6022493243217468,0,1,0,50,Successful,1
in visual fertility treasure planet [[rivals]] the top japanese animations of recent vintage .,in visual fertility treasure planet [[contest]] the top japanese animations of recent vintage .,0.4063718318939209,0.6100419163703918,1,0,1,52,Successful,1
"[[enormously]] enjoyable , high-adrenaline documentary .","[[tremendously]] enjoyable , high-adrenaline documentary .",0.24338299036026,0.5021181702613831,1,0,1,54,Successful,1
"buy is an accomplished actress , and this is a [[big]] , [[juicy]] role .","buy is an accomplished actress , and this is a [[great]] , [[moneymaking]] role .",0.2581558227539062,0.6965683102607727,0,1,0,62,Successful,1
it works its magic with such exuberance and passion that the film's length becomes a part of its [[fun]] .,it works its magic with such exuberance and passion that the film's length becomes a part of its [[entertaining]] .,0.2987676858901977,0.5114135146141052,1,0,1,50,Successful,1
"[[beautifully]] crafted and brutally [[honest]] , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .","[[gloriously]] crafted and brutally [[loyalist]] , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .",0.2249355316162109,0.7472739219665527,0,1,0,94,Successful,1
an old-fashioned but emotionally stirring adventure tale of the kind they rarely [[make]] anymore .,an old-fashioned but emotionally stirring adventure tale of the kind they rarely [[put]] anymore .,0.3711279630661011,0.7431162595748901,1,0,1,59,Successful,1
[[charlotte]] sometimes is a [[gem]] . it's always enthralling .,[[portland]] sometimes is a [[necklaces]] . it's always enthralling .,0.2036845088005066,0.6056559085845947,0,1,0,39,Successful,1
"in my [[opinion]] , [[analyze]] that is not as funny or entertaining as [[analyze]] this , but it is a [[respectable]] [[sequel]] .","in my [[believe]] , [[investigating]] that is not as funny or entertaining as [[investigating]] this , but it is a [[famous]] [[continuation]] .",0.0882478952407836,0.5223592519760132,0,1,0,178,Successful,1
a [[remarkable]] film by bernard rose .,a [[glamorous]] film by bernard rose .,0.3618711233139038,0.9100525379180908,0,1,0,46,Successful,1
"zhuangzhuang creates [[delicate]] balance of [[style]] , [[text]] , and subtext that's so simple and [[precise]] that anything [[discordant]] would [[topple]] the balance , but against all [[odds]] , nothing does .","zhuangzhuang creates [[flimsy]] balance of [[designs]] , [[laws]] , and subtext that's so simple and [[clarifying]] that anything [[dissident]] would [[overthrown]] the balance , but against all [[probability]] , nothing does .",0.0510358214378356,0.5084936618804932,0,1,0,206,Successful,1
"a much more [[successful]] translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more [[succeeded]] translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",0.3415892720222473,0.5649682879447937,1,0,1,57,Successful,1
an original and highly cerebral [[examination]] of the psychopathic mind,an original and highly cerebral [[revisited]] of the psychopathic mind,0.2466126084327697,0.6450250148773193,1,0,1,57,Successful,1
michel piccoli's [[moving]] [[performance]] is this films reason for being .,michel piccoli's [[transference]] [[fulfilment]] is this films reason for being .,0.3243405818939209,0.5968961119651794,0,1,0,97,Successful,1
a [[captivating]] and intimate study about dying and loving . . .,a [[catchy]] and intimate study about dying and loving . . .,0.4488446712493896,0.8369381427764893,0,1,0,40,Successful,1
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to [[do]] -- that doesn't reveal even a hint of artifice .,this is an elegantly balanced movie -- every member of the ensemble has something fascinating to [[doing]] -- that doesn't reveal even a hint of artifice .,0.4644657969474792,0.5040402412414551,1,0,1,36,Successful,1
[[[grant]]] goes beyond his usual fluttering and stammering and [[captures]] the [[soul]] of a man in pain who gradually [[comes]] to recognize it and deal with it .,[[[scholarship]]] goes beyond his usual fluttering and stammering and [[apprehending]] the [[esprit]] of a man in pain who gradually [[exists]] to recognize it and deal with it .,0.1105466485023498,0.5638080835342407,0,1,0,139,Successful,1
a high-spirited buddy [[movie]] about the [[reunion]] of [[berlin]] [[anarchists]] who [[face]] [[arrest]] 15 [[years]] after their [[crime]] .,a high-spirited buddy [[cinematographer]] about the [[reunite]] of [[frankfurter]] [[libertarian]] who [[encountered]] [[impounded]] 15 [[leto]] after their [[affront]] .,0.0512495040893554,0.5033435821533203,1,0,1,265,Successful,1
about the best thing you could [[say]] about narc is that it's a rock-solid little genre [[picture]] . whether you like it or not is basically a matter of taste .,about the best thing you could [[proclaims]] about narc is that it's a rock-solid little genre [[imaging]] . whether you like it or not is basically a matter of taste .,0.1683136820793151,0.5553979873657227,0,1,0,73,Successful,1
"an involving , inspirational [[drama]] that sometimes falls prey to its sob-story trappings .","an involving , inspirational [[cataclysmic]] that sometimes falls prey to its sob-story trappings .",0.4229913353919983,0.6180051565170288,1,0,1,40,Successful,1
some of the most inventive silliness you are likely to witness in a movie theatre for some [[time]] .,some of the most inventive silliness you are likely to witness in a movie theatre for some [[stardate]] .,0.3805909156799316,0.5995767712593079,0,1,0,57,Successful,1
[[canadian]] filmmaker gary burns' inventive and mordantly humorous take on the soullessness of [[work]] in the city .,[[ottawa]] filmmaker gary burns' inventive and mordantly humorous take on the soullessness of [[collaborate]] in the city .,0.3597100973129272,0.5456802845001221,1,0,1,58,Successful,1
"a rollicking [[ride]] , with jaw-dropping action sequences , [[striking]] [[villains]] , a gorgeous color [[palette]] , [[astounding]] technology , [[stirring]] music and a boffo last hour that leads up to a strangely [[sinister]] [[happy]] ending .","a rollicking [[outing]] , with jaw-dropping action sequences , [[awesome]] [[felons]] , a gorgeous color [[pallets]] , [[impressed]] technology , [[clapping]] music and a boffo last hour that leads up to a strangely [[troubling]] [[optimistic]] ending .",0.1013092994689941,0.503624677658081,0,1,0,211,Successful,1
"everyone's [[insecure]] in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .","everyone's [[undefended]] in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",0.4396575093269348,0.7021267414093018,1,0,1,41,Successful,1
the [[closest]] thing to the experience of space travel,the [[nigh]] thing to the experience of space travel,0.3261335492134094,0.7789506912231445,1,0,1,41,Successful,1
full of [[surprises]] .,full of [[aghast]] .,0.38055419921875,0.780116081237793,1,0,1,21,Successful,1
connoisseurs of chinese film will [[be]] [[pleased]] to discover that tian's meticulous talent has not withered during his enforced hiatus .,connoisseurs of chinese film will [[have]] [[feliz]] to discover that tian's meticulous talent has not withered during his enforced hiatus .,0.250841736793518,0.5201126337051392,1,0,1,74,Successful,1
"if you can [[push]] on through the slow spots , you'll be [[rewarded]] with some fine acting .","if you can [[stimulating]] on through the slow spots , you'll be [[compensating]] with some fine acting .",0.1421957015991211,0.5627802014350891,0,1,0,53,Successful,1
"an unusually dry-eyed , even analytical approach to [[material]] that is generally played for maximum moisture .","an unusually dry-eyed , even analytical approach to [[contents]] that is generally played for maximum moisture .",0.3656629920005798,0.6132529377937317,1,0,1,35,Successful,1
"symbolically , warm water under a red bridge is a [[celebration]] of feminine energy , a tribute to the power of women to heal .","symbolically , warm water under a red bridge is a [[remembrance]] of feminine energy , a tribute to the power of women to heal .",0.2670353651046753,0.5561673045158386,1,0,1,60,Successful,1
spy kids 2 also [[happens]] to be that rarity among sequels : it actually improves upon the original hit movie .,spy kids 2 also [[happen]] to be that rarity among sequels : it actually improves upon the original hit movie .,0.4587282538414001,0.5691098570823669,1,0,1,36,Successful,1
exceptionally [[well]] [[acted]] by diane lane and richard gere .,exceptionally [[better]] [[collaborate]] by diane lane and richard gere .,0.208292007446289,0.622647225856781,1,0,1,91,Successful,1
"like a [[precious]] and finely [[cut]] diamond , magnificent to behold in its sparkling beauty yet in reality it's one [[tough]] [[rock]] .","like a [[expensive]] and finely [[trimming]] diamond , magnificent to behold in its sparkling beauty yet in reality it's one [[problematic]] [[rocker]] .",0.1655905246734619,0.5060783624649048,0,1,0,103,Successful,1
"in [[addition]] to scoring high for [[originality]] of [[plot]] -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .","in [[complements]] to scoring high for [[characteristic]] of [[conspiracies]] -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",0.0813820362091064,0.5326552987098694,0,1,0,70,Successful,1
miller has crafted an [[intriguing]] story of maternal instincts and misguided acts of affection .,miller has crafted an [[attractive]] story of maternal instincts and misguided acts of affection .,0.482599675655365,0.8829909563064575,0,1,0,36,Successful,1
one of the most [[exciting]] action films to [[come]] out of china in recent years .,one of the most [[mesmerising]] action films to [[future]] out of china in recent years .,0.0914344191551208,0.5168668031692505,1,0,1,91,Successful,1
"this is a [[nervy]] , [[risky]] film , and [[villeneuve]] [[has]] inspired croze to give herself over completely to the tormented persona of bibi .","this is a [[excitable]] , [[unhygienic]] film , and [[schumacher]] [[hague]] inspired croze to give herself over completely to the tormented persona of bibi .",0.0840067863464355,0.5679118633270264,0,1,0,77,Successful,1
"my little eye is the [[best]] little "" horror "" movie i've [[seen]] in years .","my little eye is the [[maxima]] little "" horror "" movie i've [[visto]] in years .",0.2275205254554748,0.7770166993141174,1,0,1,103,Successful,1
